filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
118.jpg,81893,"{}",5,0,"{""name"":""rect"",""x"":206,""y"":414,""width"":54,""height"":23}","{""name"":""12OZ CAN DRY""}"
118.jpg,81893,"{}",5,1,"{""name"":""rect"",""x"":204,""y"":387,""width"":56,""height"":26}","{""name"":""12OZ CAN DRY""}"
118.jpg,81893,"{}",5,2,"{""name"":""rect"",""x"":201,""y"":359,""width"":57,""height"":28}","{""name"":""12OZ CAN DRY""}"
118.jpg,81893,"{}",5,3,"{""name"":""rect"",""x"":200,""y"":327,""width"":61,""height"":29}","{""name"":""12OZ CAN DRY""}"
118.jpg,81893,"{}",5,4,"{""name"":""rect"",""x"":1,""y"":403,""width"":44,""height"":22}","{""name"":""12OZ DT 7UP""}"
119.jpg,83090,"{}",0,0,"{}","{}"
120.jpg,72068,"{}",0,0,"{}","{}"
126.jpg,72305,"{}",0,0,"{}","{}"
131.jpg,70735,"{}",0,0,"{}","{}"
144.jpg,72212,"{}",0,0,"{}","{}"
145.jpg,62608,"{}",0,0,"{}","{}"
148.jpg,60162,"{}",0,0,"{}","{}"
149.jpg,65822,"{}",7,0,"{""name"":""rect"",""x"":413,""y"":9,""width"":49,""height"":140}","{""name"":""2L CAN DRY""}"
149.jpg,65822,"{}",7,1,"{""name"":""rect"",""x"":463,""y"":5,""width"":36,""height"":143}","{""name"":""2L CAN DRY""}"
149.jpg,65822,"{}",7,2,"{""name"":""rect"",""x"":403,""y"":159,""width"":44,""height"":124}","{""name"":""2L CAN DRY""}"
149.jpg,65822,"{}",7,3,"{""name"":""rect"",""x"":449,""y"":161,""width"":46,""height"":121}","{""name"":""2L CAN DRY""}"
149.jpg,65822,"{}",7,4,"{""name"":""rect"",""x"":395,""y"":299,""width"":43,""height"":87}","{""name"":""2L CAN DRY""}"
149.jpg,65822,"{}",7,5,"{""name"":""rect"",""x"":440,""y"":298,""width"":43,""height"":97}","{""name"":""2L CAN DRY""}"
149.jpg,65822,"{}",7,6,"{""name"":""rect"",""x"":429,""y"":412,""width"":37,""height"":86}","{""name"":""2L CAN DRY""}"
150.jpg,72338,"{}",0,0,"{}","{}"
155.jpg,70484,"{}",0,0,"{}","{}"
156.jpg,44373,"{}",0,0,"{}","{}"
165.jpg,23009,"{}",0,0,"{}","{}"
169.jpg,57627,"{}",0,0,"{}","{}"
170.jpg,78201,"{}",2,0,"{""name"":""rect"",""x"":357,""y"":18,""width"":26,""height"":34}","{""name"":""12OZ 7UP""}"
170.jpg,78201,"{}",2,1,"{""name"":""rect"",""x"":335,""y"":19,""width"":22,""height"":32}","{""name"":""12OZ 7UP""}"
172.jpg,55339,"{}",0,0,"{}","{}"
174.jpg,59554,"{}",0,0,"{}","{}"
188.jpg,36802,"{}",0,0,"{}","{}"
200.jpg,77737,"{}",0,0,"{}","{}"
203.jpg,71791,"{}",0,0,"{}","{}"
204.jpg,56131,"{}",0,0,"{}","{}"
217.jpg,60686,"{}",0,0,"{}","{}"
219.jpg,4882,"{}",0,0,"{}","{}"
223.jpg,63117,"{}",0,0,"{}","{}"
229.jpg,65006,"{}",0,0,"{}","{}"
231.jpg,79332,"{}",5,0,"{""name"":""rect"",""x"":145,""y"":102,""width"":26,""height"":76}","{""name"":""2L 7UP""}"
231.jpg,79332,"{}",5,1,"{""name"":""rect"",""x"":163,""y"":280,""width"":24,""height"":70}","{""name"":""2L 7UP""}"
231.jpg,79332,"{}",5,2,"{""name"":""rect"",""x"":186,""y"":285,""width"":22,""height"":75}","{""name"":""2L 7UP""}"
231.jpg,79332,"{}",5,3,"{""name"":""rect"",""x"":88,""y"":269,""width"":22,""height"":60}","{""name"":""2L CAN DRY""}"
231.jpg,79332,"{}",5,4,"{""name"":""rect"",""x"":190,""y"":366,""width"":23,""height"":66}","{""name"":""2L DT 7UP""}"
238.jpg,79463,"{}",0,0,"{}","{}"
251.jpg,64946,"{}",0,0,"{}","{}"
253.jpg,47256,"{}",0,0,"{}","{}"
269.jpg,62959,"{}",0,0,"{}","{}"
272.jpg,84352,"{}",0,0,"{}","{}"
293.jpg,71188,"{}",0,0,"{}","{}"
299.jpg,80915,"{}",0,0,"{}","{}"
311.jpg,58801,"{}",0,0,"{}","{}"
317.jpg,61742,"{}",0,0,"{}","{}"
339.jpg,66106,"{}",0,0,"{}","{}"
341.jpg,52255,"{}",0,0,"{}","{}"
344.jpg,78222,"{}",0,0,"{}","{}"
347.jpg,64286,"{}",38,0,"{""name"":""rect"",""x"":123,""y"":199,""width"":17,""height"":21}","{""name"":""12OZ 7UP""}"
347.jpg,64286,"{}",38,1,"{""name"":""rect"",""x"":141,""y"":199,""width"":13,""height"":21}","{""name"":""12OZ 7UP""}"
347.jpg,64286,"{}",38,2,"{""name"":""rect"",""x"":124,""y"":221,""width"":16,""height"":14}","{""name"":""12OZ 7UP""}"
347.jpg,64286,"{}",38,3,"{""name"":""rect"",""x"":140,""y"":221,""width"":13,""height"":15}","{""name"":""12OZ 7UP""}"
347.jpg,64286,"{}",38,4,"{""name"":""rect"",""x"":124,""y"":236,""width"":16,""height"":15}","{""name"":""12OZ 7UP""}"
347.jpg,64286,"{}",38,5,"{""name"":""rect"",""x"":140,""y"":236,""width"":13,""height"":19}","{""name"":""12OZ 7UP""}"
347.jpg,64286,"{}",38,6,"{""name"":""rect"",""x"":126,""y"":253,""width"":15,""height"":15}","{""name"":""12OZ 7UP""}"
347.jpg,64286,"{}",38,7,"{""name"":""rect"",""x"":141,""y"":255,""width"":13,""height"":18}","{""name"":""12OZ 7UP""}"
347.jpg,64286,"{}",38,8,"{""name"":""rect"",""x"":127,""y"":270,""width"":15,""height"":19}","{""name"":""12OZ 7UP""}"
347.jpg,64286,"{}",38,9,"{""name"":""rect"",""x"":141,""y"":273,""width"":13,""height"":19}","{""name"":""12OZ 7UP""}"
347.jpg,64286,"{}",38,10,"{""name"":""rect"",""x"":141,""y"":292,""width"":15,""height"":17}","{""name"":""12OZ 7UP""}"
347.jpg,64286,"{}",38,11,"{""name"":""rect"",""x"":129,""y"":301,""width"":13,""height"":23}","{""name"":""12OZ 7UP""}"
347.jpg,64286,"{}",38,12,"{""name"":""rect"",""x"":142,""y"":308,""width"":14,""height"":19}","{""name"":""12OZ 7UP""}"
347.jpg,64286,"{}",38,13,"{""name"":""rect"",""x"":129,""y"":324,""width"":14,""height"":12}","{""name"":""12OZ 7UP""}"
347.jpg,64286,"{}",38,14,"{""name"":""rect"",""x"":144,""y"":328,""width"":13,""height"":14}","{""name"":""12OZ 7UP""}"
347.jpg,64286,"{}",38,15,"{""name"":""rect"",""x"":131,""y"":339,""width"":13,""height"":14}","{""name"":""12OZ 7UP""}"
347.jpg,64286,"{}",38,16,"{""name"":""rect"",""x"":143,""y"":343,""width"":13,""height"":16}","{""name"":""12OZ 7UP""}"
347.jpg,64286,"{}",38,17,"{""name"":""rect"",""x"":129,""y"":354,""width"":16,""height"":15}","{""name"":""12OZ 7UP""}"
347.jpg,64286,"{}",38,18,"{""name"":""rect"",""x"":145,""y"":361,""width"":14,""height"":17}","{""name"":""12OZ 7UP""}"
347.jpg,64286,"{}",38,19,"{""name"":""rect"",""x"":155,""y"":202,""width"":13,""height"":19}","{""name"":""12OZ DT 7UP""}"
347.jpg,64286,"{}",38,20,"{""name"":""rect"",""x"":153,""y"":221,""width"":15,""height"":20}","{""name"":""12OZ DT 7UP""}"
347.jpg,64286,"{}",38,21,"{""name"":""rect"",""x"":153,""y"":240,""width"":15,""height"":19}","{""name"":""12OZ DT 7UP""}"
347.jpg,64286,"{}",38,22,"{""name"":""rect"",""x"":153,""y"":259,""width"":15,""height"":19}","{""name"":""12OZ DT 7UP""}"
347.jpg,64286,"{}",38,23,"{""name"":""rect"",""x"":153,""y"":277,""width"":16,""height"":18}","{""name"":""12OZ DT 7UP""}"
347.jpg,64286,"{}",38,24,"{""name"":""rect"",""x"":157,""y"":313,""width"":15,""height"":19}","{""name"":""12OZ DT 7UP""}"
347.jpg,64286,"{}",38,25,"{""name"":""rect"",""x"":158,""y"":331,""width"":14,""height"":18}","{""name"":""12OZ DT 7UP""}"
347.jpg,64286,"{}",38,26,"{""name"":""rect"",""x"":158,""y"":349,""width"":12,""height"":16}","{""name"":""12OZ DT 7UP""}"
347.jpg,64286,"{}",38,27,"{""name"":""rect"",""x"":159,""y"":366,""width"":13,""height"":16}","{""name"":""12OZ DT 7UP""}"
347.jpg,64286,"{}",38,28,"{""name"":""rect"",""x"":202,""y"":206,""width"":15,""height"":20}","{""name"":""12OZ CAN DRY""}"
347.jpg,64286,"{}",38,29,"{""name"":""rect"",""x"":201,""y"":226,""width"":16,""height"":17}","{""name"":""12OZ CAN DRY""}"
347.jpg,64286,"{}",38,30,"{""name"":""rect"",""x"":201,""y"":246,""width"":16,""height"":20}","{""name"":""12OZ CAN DRY""}"
347.jpg,64286,"{}",38,31,"{""name"":""rect"",""x"":202,""y"":267,""width"":16,""height"":17}","{""name"":""12OZ CAN DRY""}"
347.jpg,64286,"{}",38,32,"{""name"":""rect"",""x"":203,""y"":287,""width"":15,""height"":16}","{""name"":""12OZ CAN DRY""}"
347.jpg,64286,"{}",38,33,"{""name"":""rect"",""x"":171,""y"":299,""width"":47,""height"":21}","{""name"":""12OZ CAN DRY""}"
347.jpg,64286,"{}",38,34,"{""name"":""rect"",""x"":203,""y"":325,""width"":15,""height"":17}","{""name"":""12OZ CAN DRY""}"
347.jpg,64286,"{}",38,35,"{""name"":""rect"",""x"":205,""y"":344,""width"":13,""height"":17}","{""name"":""12OZ CAN DRY""}"
347.jpg,64286,"{}",38,36,"{""name"":""rect"",""x"":204,""y"":364,""width"":14,""height"":15}","{""name"":""12OZ CAN DRY""}"
347.jpg,64286,"{}",38,37,"{""name"":""rect"",""x"":203,""y"":385,""width"":16,""height"":18}","{""name"":""12OZ CAN DRY""}"
350.jpg,61935,"{}",0,0,"{}","{}"
354.jpg,67534,"{}",5,0,"{""name"":""rect"",""x"":246,""y"":15,""width"":15,""height"":35}","{""name"":""2L CAN DRY""}"
354.jpg,67534,"{}",5,1,"{""name"":""rect"",""x"":263,""y"":16,""width"":14,""height"":35}","{""name"":""2L CAN DRY""}"
354.jpg,67534,"{}",5,2,"{""name"":""rect"",""x"":271,""y"":59,""width"":16,""height"":37}","{""name"":""2L CAN DRY""}"
354.jpg,67534,"{}",5,3,"{""name"":""rect"",""x"":256,""y"":61,""width"":14,""height"":37}","{""name"":""2L CAN DRY""}"
354.jpg,67534,"{}",5,4,"{""name"":""rect"",""x"":287,""y"":57,""width"":14,""height"":38}","{""name"":""2L CAN DRY""}"
368.jpg,55593,"{}",0,0,"{}","{}"
388.jpg,82013,"{}",1,0,"{""name"":""rect"",""x"":12,""y"":83,""width"":22,""height"":74}","{""name"":""2L DT 7UP""}"
390.jpg,74851,"{}",0,0,"{}","{}"
391.jpg,77163,"{}",38,0,"{""name"":""rect"",""x"":4,""y"":163,""width"":45,""height"":33}","{""name"":""12OZ 7UP""}"
391.jpg,77163,"{}",38,1,"{""name"":""rect"",""x"":50,""y"":165,""width"":40,""height"":30}","{""name"":""12OZ 7UP""}"
391.jpg,77163,"{}",38,2,"{""name"":""rect"",""x"":4,""y"":196,""width"":47,""height"":27}","{""name"":""12OZ 7UP""}"
391.jpg,77163,"{}",38,3,"{""name"":""rect"",""x"":51,""y"":195,""width"":43,""height"":25}","{""name"":""12OZ 7UP""}"
391.jpg,77163,"{}",38,4,"{""name"":""rect"",""x"":6,""y"":224,""width"":48,""height"":25}","{""name"":""12OZ 7UP""}"
391.jpg,77163,"{}",38,5,"{""name"":""rect"",""x"":54,""y"":221,""width"":41,""height"":25}","{""name"":""12OZ 7UP""}"
391.jpg,77163,"{}",38,6,"{""name"":""rect"",""x"":13,""y"":250,""width"":43,""height"":25}","{""name"":""12OZ 7UP""}"
391.jpg,77163,"{}",38,7,"{""name"":""rect"",""x"":56,""y"":247,""width"":41,""height"":26}","{""name"":""12OZ 7UP""}"
391.jpg,77163,"{}",38,8,"{""name"":""rect"",""x"":13,""y"":276,""width"":45,""height"":25}","{""name"":""12OZ 7UP""}"
391.jpg,77163,"{}",38,9,"{""name"":""rect"",""x"":58,""y"":273,""width"":40,""height"":24}","{""name"":""12OZ 7UP""}"
391.jpg,77163,"{}",38,10,"{""name"":""rect"",""x"":17,""y"":300,""width"":44,""height"":26}","{""name"":""12OZ 7UP""}"
391.jpg,77163,"{}",38,11,"{""name"":""rect"",""x"":60,""y"":297,""width"":40,""height"":24}","{""name"":""12OZ 7UP""}"
391.jpg,77163,"{}",38,12,"{""name"":""rect"",""x"":22,""y"":325,""width"":43,""height"":22}","{""name"":""12OZ 7UP""}"
391.jpg,77163,"{}",38,13,"{""name"":""rect"",""x"":66,""y"":321,""width"":37,""height"":21}","{""name"":""12OZ 7UP""}"
391.jpg,77163,"{}",38,14,"{""name"":""rect"",""x"":24,""y"":339,""width"":113,""height"":31}","{""name"":""12OZ 7UP""}"
391.jpg,77163,"{}",38,15,"{""name"":""rect"",""x"":30,""y"":371,""width"":36,""height"":24}","{""name"":""12OZ 7UP""}"
391.jpg,77163,"{}",38,16,"{""name"":""rect"",""x"":30,""y"":394,""width"":38,""height"":23}","{""name"":""12OZ 7UP""}"
391.jpg,77163,"{}",38,17,"{""name"":""rect"",""x"":66,""y"":367,""width"":39,""height"":21}","{""name"":""12OZ 7UP""}"
391.jpg,77163,"{}",38,18,"{""name"":""rect"",""x"":68,""y"":388,""width"":40,""height"":23}","{""name"":""12OZ 7UP""}"
391.jpg,77163,"{}",38,19,"{""name"":""rect"",""x"":91,""y"":163,""width"":41,""height"":32}","{""name"":""12OZ DT 7UP""}"
391.jpg,77163,"{}",38,20,"{""name"":""rect"",""x"":93,""y"":196,""width"":41,""height"":25}","{""name"":""12OZ DT 7UP""}"
391.jpg,77163,"{}",38,21,"{""name"":""rect"",""x"":95,""y"":220,""width"":41,""height"":26}","{""name"":""12OZ DT 7UP""}"
391.jpg,77163,"{}",38,22,"{""name"":""rect"",""x"":97,""y"":246,""width"":39,""height"":23}","{""name"":""12OZ DT 7UP""}"
391.jpg,77163,"{}",38,23,"{""name"":""rect"",""x"":97,""y"":270,""width"":37,""height"":23}","{""name"":""12OZ DT 7UP""}"
391.jpg,77163,"{}",38,24,"{""name"":""rect"",""x"":100,""y"":294,""width"":37,""height"":23}","{""name"":""12OZ DT 7UP""}"
391.jpg,77163,"{}",38,25,"{""name"":""rect"",""x"":101,""y"":316,""width"":38,""height"":22}","{""name"":""12OZ DT 7UP""}"
391.jpg,77163,"{}",38,26,"{""name"":""rect"",""x"":105,""y"":364,""width"":36,""height"":20}","{""name"":""12OZ DT 7UP""}"
391.jpg,77163,"{}",38,27,"{""name"":""rect"",""x"":107,""y"":385,""width"":36,""height"":19}","{""name"":""12OZ DT 7UP""}"
391.jpg,77163,"{}",38,28,"{""name"":""rect"",""x"":133,""y"":165,""width"":36,""height"":28}","{""name"":""12OZ DT 7UP""}"
391.jpg,77163,"{}",38,29,"{""name"":""rect"",""x"":133,""y"":194,""width"":38,""height"":23}","{""name"":""12OZ DT 7UP""}"
391.jpg,77163,"{}",38,30,"{""name"":""rect"",""x"":135,""y"":219,""width"":37,""height"":23}","{""name"":""12OZ DT 7UP""}"
391.jpg,77163,"{}",38,31,"{""name"":""rect"",""x"":135,""y"":243,""width"":35,""height"":24}","{""name"":""12OZ DT 7UP""}"
391.jpg,77163,"{}",38,32,"{""name"":""rect"",""x"":134,""y"":269,""width"":39,""height"":22}","{""name"":""12OZ DT 7UP""}"
391.jpg,77163,"{}",38,33,"{""name"":""rect"",""x"":137,""y"":293,""width"":36,""height"":19}","{""name"":""12OZ DT 7UP""}"
391.jpg,77163,"{}",38,34,"{""name"":""rect"",""x"":139,""y"":313,""width"":34,""height"":23}","{""name"":""12OZ DT 7UP""}"
391.jpg,77163,"{}",38,35,"{""name"":""rect"",""x"":137,""y"":336,""width"":36,""height"":20}","{""name"":""12OZ DT 7UP""}"
391.jpg,77163,"{}",38,36,"{""name"":""rect"",""x"":137,""y"":357,""width"":37,""height"":19}","{""name"":""12OZ DT 7UP""}"
391.jpg,77163,"{}",38,37,"{""name"":""rect"",""x"":142,""y"":376,""width"":33,""height"":21}","{""name"":""12OZ DT 7UP""}"
394.jpg,78182,"{}",0,0,"{}","{}"
401.jpg,66476,"{}",0,0,"{}","{}"
402.jpg,71992,"{}",8,0,"{""name"":""rect"",""x"":186,""y"":91,""width"":25,""height"":83}","{""name"":""2L 7UP""}"
402.jpg,71992,"{}",8,1,"{""name"":""rect"",""x"":174,""y"":196,""width"":26,""height"":74}","{""name"":""2L CAN DRY""}"
402.jpg,71992,"{}",8,2,"{""name"":""rect"",""x"":200,""y"":198,""width"":23,""height"":74}","{""name"":""2L CAN DRY""}"
402.jpg,71992,"{}",8,3,"{""name"":""rect"",""x"":223,""y"":194,""width"":23,""height"":81}","{""name"":""2L CAN DRY""}"
402.jpg,71992,"{}",8,4,"{""name"":""rect"",""x"":264,""y"":182,""width"":20,""height"":85}","{""name"":""2L 7UP""}"
402.jpg,71992,"{}",8,5,"{""name"":""rect"",""x"":235,""y"":90,""width"":24,""height"":90}","{""name"":""2L 7UP""}"
402.jpg,71992,"{}",8,6,"{""name"":""rect"",""x"":259,""y"":87,""width"":16,""height"":90}","{""name"":""2L 7UP""}"
402.jpg,71992,"{}",8,7,"{""name"":""rect"",""x"":159,""y"":187,""width"":15,""height"":81}","{""name"":""2L CAN DRY""}"
405.jpg,71194,"{}",0,0,"{}","{}"
424.jpg,66264,"{}",0,0,"{}","{}"
431.jpg,53331,"{}",0,0,"{}","{}"
436.jpg,52674,"{}",0,0,"{}","{}"
443.jpg,65905,"{}",0,0,"{}","{}"
449.jpg,48887,"{}",21,0,"{""name"":""rect"",""x"":311,""y"":206,""width"":23,""height"":42}","{""name"":""2L 7UP""}"
449.jpg,48887,"{}",21,1,"{""name"":""rect"",""x"":338,""y"":206,""width"":29,""height"":43}","{""name"":""2L 7UP""}"
449.jpg,48887,"{}",21,2,"{""name"":""rect"",""x"":368,""y"":204,""width"":22,""height"":45}","{""name"":""2L 7UP""}"
449.jpg,48887,"{}",21,3,"{""name"":""rect"",""x"":309,""y"":257,""width"":30,""height"":41}","{""name"":""2L 7UP""}"
449.jpg,48887,"{}",21,4,"{""name"":""rect"",""x"":341,""y"":257,""width"":25,""height"":41}","{""name"":""2L 7UP""}"
449.jpg,48887,"{}",21,5,"{""name"":""rect"",""x"":367,""y"":254,""width"":26,""height"":43}","{""name"":""2L 7UP""}"
449.jpg,48887,"{}",21,6,"{""name"":""rect"",""x"":394,""y"":255,""width"":22,""height"":40}","{""name"":""2L 7UP""}"
449.jpg,48887,"{}",21,7,"{""name"":""rect"",""x"":419,""y"":253,""width"":28,""height"":41}","{""name"":""2L 7UP""}"
449.jpg,48887,"{}",21,8,"{""name"":""rect"",""x"":448,""y"":251,""width"":27,""height"":44}","{""name"":""2L 7UP""}"
449.jpg,48887,"{}",21,9,"{""name"":""rect"",""x"":445,""y"":306,""width"":27,""height"":37}","{""name"":""2L 7UP""}"
449.jpg,48887,"{}",21,10,"{""name"":""rect"",""x"":416,""y"":310,""width"":29,""height"":35}","{""name"":""2L 7UP""}"
449.jpg,48887,"{}",21,11,"{""name"":""rect"",""x"":389,""y"":308,""width"":27,""height"":37}","{""name"":""2L 7UP""}"
449.jpg,48887,"{}",21,12,"{""name"":""rect"",""x"":364,""y"":312,""width"":25,""height"":33}","{""name"":""2L 7UP""}"
449.jpg,48887,"{}",21,13,"{""name"":""rect"",""x"":336,""y"":314,""width"":28,""height"":33}","{""name"":""2L 7UP""}"
449.jpg,48887,"{}",21,14,"{""name"":""rect"",""x"":311,""y"":317,""width"":26,""height"":29}","{""name"":""2L 7UP""}"
449.jpg,48887,"{}",21,15,"{""name"":""rect"",""x"":312,""y"":358,""width"":27,""height"":32}","{""name"":""2L 7UP""}"
449.jpg,48887,"{}",21,16,"{""name"":""rect"",""x"":340,""y"":356,""width"":25,""height"":35}","{""name"":""2L 7UP""}"
449.jpg,48887,"{}",21,17,"{""name"":""rect"",""x"":366,""y"":357,""width"":26,""height"":31}","{""name"":""2L 7UP""}"
449.jpg,48887,"{}",21,18,"{""name"":""rect"",""x"":393,""y"":358,""width"":24,""height"":29}","{""name"":""2L 7UP""}"
449.jpg,48887,"{}",21,19,"{""name"":""rect"",""x"":418,""y"":355,""width"":25,""height"":33}","{""name"":""2L 7UP""}"
449.jpg,48887,"{}",21,20,"{""name"":""rect"",""x"":444,""y"":353,""width"":26,""height"":34}","{""name"":""2L 7UP""}"
450.jpg,50071,"{}",0,0,"{}","{}"
451.jpg,59388,"{}",0,0,"{}","{}"
455.jpg,63152,"{}",0,0,"{}","{}"
456.jpg,76474,"{}",0,0,"{}","{}"
457.jpg,59138,"{}",0,0,"{}","{}"
487.jpg,74375,"{}",16,0,"{""name"":""rect"",""x"":339,""y"":178,""width"":47,""height"":77}","{""name"":""2L DT 7UP""}"
487.jpg,74375,"{}",16,1,"{""name"":""rect"",""x"":250,""y"":238,""width"":28,""height"":70}","{""name"":""2L DT 7UP""}"
487.jpg,74375,"{}",16,2,"{""name"":""rect"",""x"":296,""y"":254,""width"":32,""height"":74}","{""name"":""2L DT 7UP""}"
487.jpg,74375,"{}",16,3,"{""name"":""rect"",""x"":371,""y"":265,""width"":37,""height"":63}","{""name"":""2L DT 7UP""}"
487.jpg,74375,"{}",16,4,"{""name"":""rect"",""x"":361,""y"":341,""width"":32,""height"":63}","{""name"":""2L DT 7UP""}"
487.jpg,74375,"{}",16,5,"{""name"":""rect"",""x"":350,""y"":411,""width"":30,""height"":52}","{""name"":""2L DT 7UP""}"
487.jpg,74375,"{}",16,6,"{""name"":""rect"",""x"":311,""y"":419,""width"":38,""height"":59}","{""name"":""2L DT 7UP""}"
487.jpg,74375,"{}",16,7,"{""name"":""rect"",""x"":282,""y"":396,""width"":28,""height"":64}","{""name"":""2L DT 7UP""}"
487.jpg,74375,"{}",16,8,"{""name"":""rect"",""x"":265,""y"":383,""width"":17,""height"":56}","{""name"":""2L DT 7UP""}"
487.jpg,74375,"{}",16,9,"{""name"":""rect"",""x"":247,""y"":312,""width"":24,""height"":53}","{""name"":""2L DT 7UP""}"
487.jpg,74375,"{}",16,10,"{""name"":""rect"",""x"":459,""y"":245,""width"":31,""height"":66}","{""name"":""2L 7UP""}"
487.jpg,74375,"{}",16,11,"{""name"":""rect"",""x"":441,""y"":321,""width"":31,""height"":50}","{""name"":""2L 7UP""}"
487.jpg,74375,"{}",16,12,"{""name"":""rect"",""x"":472,""y"":311,""width"":21,""height"":56}","{""name"":""2L 7UP""}"
487.jpg,74375,"{}",16,13,"{""name"":""rect"",""x"":431,""y"":382,""width"":24,""height"":46}","{""name"":""2L 7UP""}"
487.jpg,74375,"{}",16,14,"{""name"":""rect"",""x"":456,""y"":371,""width"":23,""height"":46}","{""name"":""2L 7UP""}"
487.jpg,74375,"{}",16,15,"{""name"":""rect"",""x"":318,""y"":350,""width"":40,""height"":63}","{""name"":""2L DT 7UP""}"
492.jpg,76146,"{}",0,0,"{}","{}"
497.jpg,53494,"{}",0,0,"{}","{}"
508.jpg,48666,"{}",0,0,"{}","{}"
510.jpg,64166,"{}",0,0,"{}","{}"
517.jpg,74941,"{}",0,0,"{}","{}"
519.jpg,54760,"{}",0,0,"{}","{}"
522.jpg,69666,"{}",20,0,"{""name"":""rect"",""x"":65,""y"":351,""width"":51,""height"":40}","{""name"":""12OZ 7UP""}"
522.jpg,69666,"{}",20,1,"{""name"":""rect"",""x"":115,""y"":334,""width"":40,""height"":41}","{""name"":""12OZ 7UP""}"
522.jpg,69666,"{}",20,2,"{""name"":""rect"",""x"":66,""y"":387,""width"":49,""height"":29}","{""name"":""12OZ 7UP""}"
522.jpg,69666,"{}",20,3,"{""name"":""rect"",""x"":67,""y"":412,""width"":47,""height"":31}","{""name"":""12OZ 7UP""}"
